Gas Day Start,Gas in storage (TWh),Full,Trend (%),Injection (GWh/d),Withdrawal (GWh/d),Working gas volume (TWh),Injection capacity (GWh/d),Withdrawal capacity (GWh/d)
2021-12-17,651.9965,58.7,-0.48,350.47,5721,1110.6979,11249.14,19562.81
2021-12-16,657.3658,59.18,-0.48,426.68,5744.5,1110.6979,11237.82,19488.68
2021-12-15,662.6923,59.66,-0.47,400.5,5623.9,1110.6979,11237.56,19489.38
2021-12-14,667.9552,60.14,-0.49,362.27,5835.9,1110.6979,11237.22,19490.27
2021-12-13,673.468,60.63,-0.54,470.35,6450.8,1110.6979,11239.88,19501.89
2021-12-12,679.4252,61.17,-0.39,718.73,4998.9,1110.693,11260.42,19577.51
2021-12-11,683.7795,61.56,-0.49,575.42,6024.4,1110.693,11260.28,19577.88
2021-12-10,689.236,62.05,-0.6,240.74,6876.2,1110.693,11260,19578.71
2021-12-09,695.8651,62.65,-0.65,186.76,7404,1110.693,11259.64,19579.66
2021-12-08,703.0602,63.3,-0.6,214.21,6918.8,1110.693,11259.3,19580.57
2021-12-07,709.781,63.9,-0.6,266.47,6974.2,1110.693,11258.94,19581.5
2021-12-06,716.5152,64.51,-0.63,292.36,7311.2,1110.693,11258.47,19582.75
2021-12-05,723.4819,65.14,-0.46,461.15,5539,1110.695,11258.17,19583.76
2021-12-04,728.5463,65.59,-0.45,567.87,5555.6,1110.695,11257.83,19584.67
2021-12-03,733.5586,66.05,-0.57,285.2,6650.4,1110.695,11257.38,19585.85
2021-12-02,739.9745,66.62,-0.6,324.33,7004.6,1110.695,11256.93,19587.04
2021-12-01,746.4893,67.21,-0.51,378.61,6089.4,1110.695,11256.57,19588
2021-11-30,752.7505,67.77,-0.55,170.9,6244.5,1110.695,11256.19,19588.98
2021-11-29,758.8893,68.33,-0.59,172.87,6750,1110.695,11255.83,19589.96
2021-11-28,765.43,68.91,-0.42,458.55,5122,1110.7042,11255.69,19591.37
2021-11-27,770.1326,69.34,-0.42,508.52,5157.3,1110.7042,11255.32,19592.34
2021-11-26,774.8323,69.76,-0.51,212.48,5853.8,1110.7042,11254.94,19593.35
2021-11-25,780.5123,70.27,-0.53,212.47,6086.1,1110.7042,11254.83,19593.65
2021-11-24,786.3682,70.8,-0.53,174.07,6038.2,1110.7042,11254.4,19613.09
2021-11-23,792.4943,71.35,-0.47,175.55,5390,1110.7042,11254.05,19614.02
2021-11-22,797.7316,71.82,-0.41,212.92,4802.2,1110.7042,11253.69,19614.97
2021-11-21,802.2629,72.23,-0.19,690.77,2772.2,1110.6935,11253.34,19614.66
2021-11-20,804.3578,72.42,-0.15,980.89,2624.2,1110.6935,11253.34,19614.68
2021-11-19,806.0253,72.57,-0.2,900.01,3098.6,1110.6935,11253.25,19614.92
2021-11-18,808.255,72.77,-0.29,410.71,3624.5,1110.6935,11253.19,19489.07
2021-11-17,811.4656,73.06,-0.33,367.98,3997.3,1110.6935,11253.13,19489.24
2021-11-16,815.0872,73.39,-0.37,334.66,4496.9,1110.6935,11252.85,19615.95
2021-11-15,819.2739,73.76,-0.34,270.5,4016.5,1110.6935,11252.95,19615.71
2021-11-14,822.8041,74.08,-0.11,1139.48,2396.5,1110.692,11253.25,19614.74
2021-11-13,824.0653,74.19,-0.17,809.87,2713.5,1110.692,11253.52,19614.03
2021-11-12,825.9821,74.37,-0.32,460.72,4046.8,1110.692,11253.59,19613.84
2021-11-11,829.5998,74.69,-0.3,385.33,3683.2,1110.692,11253.52,19614.02
2021-11-10,832.895,74.99,-0.29,337.55,3546.8,1110.692,11253.35,19614.47
2021-11-09,836.1025,75.28,-0.29,289.04,3551.7,1110.692,11253.21,19614.84
2021-11-08,839.3881,75.57,-0.28,420.91,3575.4,1110.692,11253.25,19614.74
2021-11-07,842.4939,75.85,-0.06,1265.75,1900.7,1110.7081,11253.94,19614.76
2021-11-06,843.139,75.91,-0.09,1157.84,2166.1,1110.7081,11254.13,19614.25
2021-11-05,844.1821,76,-0.24,447.59,3123.6,1110.7081,11254.24,19613.97
2021-11-04,846.8543,76.24,-0.26,387.45,3255.8,1110.7081,11252.98,19617.29
2021-11-03,849.7109,76.5,-0.32,287.77,3817.6,1110.7081,11252.96,19617.34
2021-11-02,853.2202,76.82,-0.25,419.73,3247.2,1110.7081,11253.16,19616.81
2021-11-01,856.0462,77.07,-0.03,1380.91,1690.3,1110.7081,11253.62,19615.61
2021-10-31,856.0664,77.07,0.06,1640.23,920.3,1110.7047,11253.98,19610.07
2021-10-30,855.496,76.96,0.04,1491.41,1083,1111.606,11443.27,19898.91
2021-10-29,854.9289,76.97,-0.01,1037.91,1169.5,1110.7047,11256.11,19604.46
2021-10-28,855.1038,76.99,-0.04,875.74,1323.3,1110.7047,11256.51,19603.41
2021-10-27,855.5383,77.03,0.03,1543.03,1260.6,1110.7047,11256.8,19602.64
2021-10-26,855.248,77,-0.08,633.6,1574.2,1110.7047,11256.93,19602.28
2021-10-25,856.2012,77.09,-0.12,545.98,1923.2,1110.7047,11257.1,19601.84
2021-10-24,857.5566,77.21,0.02,1183.32,999,1110.6979,11257.26,19600.63
2021-10-23,857.3678,77.19,-0.02,932.83,1145.1,1110.6979,11257.55,19599.87
2021-10-22,857.61,77.21,-0.06,656.31,1370.2,1110.6979,10867.58,19217.12
2021-10-21,858.3198,77.28,-0.01,1328.82,1475,1110.6979,10867.58,19217.12
2021-10-20,858.1656,77.26,0.13,1953.32,564.7,1110.6979,10867.58,19217.12
2021-10-19,856.793,77.14,0.06,1433.3,789,1110.6979,10867.58,19217.12
2021-10-18,856.1824,77.09,-0.01,1037.81,1133.8,1110.6979,10867.58,19217.12
2021-10-17,856.2072,77.09,0.1,1733.79,671.1,1110.6935,10867.47,19216.91
2021-10-16,855.1818,77,0.08,1534.38,698.7,1110.6935,10867.47,19216.91
2021-10-15,854.3437,76.92,0,949.89,949.8,1110.6935,10867.47,19216.91
2021-10-14,854.3653,76.92,-0.01,1044.51,1117.3,1110.6935,10993.47,19089.91
2021-10-13,854.5013,76.93,-0.05,792.96,1342.5,1110.6935,10993.47,19089.91
2021-10-12,855.197,77,0.01,1038.28,888.1,1110.6935,10993.47,19089.91
2021-10-11,854.6596,76.95,0.04,1348.79,859.5,1110.6935,10993.47,19089.91
2021-10-10,854.6787,76.95,0.17,2330.26,423,1110.6891,10993.37,19089.69
2021-10-09,847.7967,76.33,0.18,2385.81,344.7,1110.6891,10993.37,19079.42
2021-10-08,845.465,76.12,0.11,1605.32,428.2,1110.6891,10993.37,19079.42
2021-10-07,844.286,76.01,0.06,1570.21,898.8,1110.6891,10993.37,19079.42
2021-10-06,843.6738,75.96,0.11,1828.77,613.4,1110.6891,10993.37,19079.42
2021-10-05,842.4809,75.85,0.17,2415.5,481.5,1110.6891,10993.37,19079.42
2021-10-04,840.0713,75.64,0.17,2228.73,386.9,1110.6891,10993.37,19079.42
2021-10-03,838.1851,75.47,0.28,3396.89,246.4,1110.6808,10993.16,19079.01
2021-10-02,834.8228,75.16,0.27,3262.44,259.1,1110.6808,10993.16,19079.01
2021-10-01,832.1944,74.93,0.2,2744.17,524.3,1110.6808,11383.63,19460.45
2021-09-30,829.7635,74.71,0.26,3224.54,337.8,1110.7188,11408.12,19435.17
2021-09-29,827.0159,74.52,0.25,3101.02,318.4,1109.742,11408.57,19433.96
2021-09-28,824.2901,74.28,0.23,2985.91,444.6,1109.742,11409.04,19432.73
2021-09-27,821.7527,74.07,0.27,3323.73,314.4,1109.4142,11409.53,19431.44
2021-09-26,818.7488,73.81,0.38,4511.19,242.4,1109.3289,11409.9,19429.85
2021-09-25,814.4841,73.42,0.33,3828.5,222.6,1109.3289,11410.4,19428.53
2021-09-24,810.5514,72.82,0.24,3133.56,420.4,1113.1289,11386.9,19427.19
2021-09-23,807.8408,72.57,0.23,2822.41,310.6,1113.1289,11387.41,19425.84
2021-09-22,805.3286,72.36,0.16,2184.15,450.8,1112.8878,11387.68,19425.14
2021-09-21,803.5977,72.21,0.16,2088.16,281.9,1112.8878,11387.69,19425.12
2021-09-20,801.7945,72.05,0.18,2452.95,411.2,1112.8878,11387.77,19424.92
2021-09-19,799.7541,71.86,0.3,3585.3,218.3,1112.8878,11412.16,19277.86
2021-09-18,796.3913,71.56,0.29,3482.25,218.6,1112.8878,11412.59,19276.75
2021-09-17,793.1232,71.27,0.2,2491.33,320.7,1112.8878,11412.82,19276.12
2021-09-16,790.847,71.06,0.12,1694.63,340.4,1112.8878,11412.97,19275.74
2021-09-15,789.4933,70.94,0.11,1619.09,370.5,1112.8878,11411.91,19278.53
2021-09-14,788.2459,70.83,0.14,1951.96,434.4,1112.8878,11411.83,19278.76
2021-09-13,786.729,70.69,0.17,2382,481.6,1112.8878,11411.71,19279.05
2021-09-12,784.8359,70.52,0.3,3467.08,171,1112.8903,11412.08,19278.35
2021-09-11,781.5326,70.23,0.29,3416.56,219.4,1112.8903,11412.37,19277.61
2021-09-10,778.3349,69.94,0.21,2550.67,261.6,1112.8903,11412.6,19276.99
2021-09-09,776.0462,69.73,0.21,2651.5,282.6,1112.8903,11412.92,19276.15
2021-09-08,773.6393,69.52,0.21,2621.17,280.5,1112.8903,11413.11,19275.64
2021-09-07,771.2994,69.31,0.17,2290.47,353.8,1112.8903,11413.5,19274.62
2021-09-06,769.3639,69.13,0.19,2334.76,238.6,1112.8903,11413.83,19273.75
2021-09-05,766.9507,68.91,0.34,3957.54,184.6,1112.9171,11414.91,19273.95
2021-09-04,763.177,68.57,0.3,3572.74,245.9,1112.9171,11415.27,19273.01
2021-09-03,759.8501,68.28,0.23,2788.42,267.6,1112.9171,11415.46,19272.52
2021-09-02,757.3227,68.05,0.21,2800.85,498.2,1112.9171,11415.59,19272.16
2021-09-01,755.01,67.84,0.3,3665.77,284.1,1112.9171,11415.75,19271.73
2021-08-31,750.0069,67.41,0.28,3527.45,432.5,1112.6171,11416.12,19270.75
2021-08-30,747.9241,67.22,0.31,3666.05,184.6,1112.6171,11416.41,19269.99
2021-08-29,744.4088,66.91,0.39,4559.41,166.1,1112.6127,11416.73,19268.65
2021-08-28,740.0595,66.52,0.38,4441.82,179.3,1112.6127,11417.12,19267.61
2021-08-27,735.8405,66.14,0.35,4152.18,251.4,1112.6127,11417.66,19266.19
2021-08-26,731.9765,65.79,0.31,3702.77,239.9,1112.6127,11418.05,19265.16
2021-08-25,728.4801,65.47,0.32,3743.06,180.4,1112.6127,11418.54,19263.87
2021-08-24,724.9554,65.16,0.33,3892.99,192.1,1112.6127,11450.66,19262.82
2021-08-23,721.2434,64.82,0.33,3941.52,257.1,1112.6127,11450.81,19262.43
2021-08-22,717.5521,64.49,0.37,4522.14,368.1,1112.601,11419.01,19261.29
2021-08-21,713.3886,64.12,0.37,4460.17,374.4,1112.601,11457.26,19260.82
2021-08-20,709.2985,63.75,0.34,4236.11,428.2,1112.601,11457.34,19260.62
2021-08-19,705.4743,63.41,0.31,3903.07,467.7,1112.601,11457.35,19260.58
2021-08-18,702.0325,63.1,0.3,3894.9,505.9,1112.601,11457.48,19260.24
2021-08-17,698.644,62.79,0.31,3981.95,544.1,1112.601,11457.5,19260.18
2021-08-16,695.4116,62.5,0.36,4573.5,601.5,1112.601,11457.77,19259.46
2021-08-15,691.624,62.16,0.39,4889.37,511.6,1112.6079,11458.26,19258.95
2021-08-14,686.5588,61.71,0.4,4986.85,500.3,1112.6079,11458.69,19257.82
2021-08-13,682.7549,61.37,0.33,4450.37,729.1,1112.6079,11459.1,19256.74
2021-08-12,679.0265,61.03,0.3,4169.31,797.4,1112.6079,11459.4,19255.94
2021-08-11,675.6468,60.73,0.31,4171.19,738.3,1112.6079,11459.29,19256.22
2021-08-10,672.5215,60.45,0.33,4092.07,467.3,1112.6079,11459.08,19256.79
2021-08-09,668.8996,60.12,0.3,3895.73,537.3,1112.6079,11458.74,19242.21
2021-08-08,665.4575,59.81,0.39,4703.7,406.4,1112.6201,11458.8,19258.92
2021-08-07,661.1515,59.42,0.39,4742.81,395.4,1112.6201,11458.64,19259.36
2021-08-06,656.8006,59.03,0.37,4482.17,374.8,1112.6201,11458.39,19260
2021-08-05,652.6731,58.66,0.3,3868.15,480.5,1112.6201,11458.46,19405.84
2021-08-04,649.2844,58.36,0.29,3641.9,382.7,1112.6201,11458.34,19406.13
2021-08-03,646.0341,58.06,0.28,3465.23,394.5,1112.6201,11458.26,19406.35
2021-08-02,642.6647,57.76,0.3,3736.69,353.1,1112.6201,11458.33,19260.18
2021-08-01,638.6834,57.4,0.39,4486.91,197.8,1112.6152,11458.25,19259.83
2021-07-31,634.9879,56.96,0.5,5765.76,196.4,1114.764,11458.45,19259.3
2021-07-30,630.6537,56.57,0.34,4056.67,231.4,1114.764,11458.7,19258.62
2021-07-29,626.8128,56.23,0.35,4171.34,236.2,1114.7273,11458.92,19258.05
2021-07-28,622.8928,55.79,0.35,4054.55,164.8,1116.5273,11459.09,19257.62
2021-07-27,619.0116,55.44,0.32,3780.17,187.4,1116.5273,11459.7,19255.99
2021-07-26,615.3509,55.11,0.33,3913.76,268.3,1116.5273,11460.33,19254.32
2021-07-25,611.7007,54.79,0.41,4779.83,149.2,1116.5205,11460.81,19252.29
2021-07-24,607.09,54.37,0.42,4845.33,184.8,1116.5205,11461.03,19251.69
2021-07-23,602.4188,53.96,0.34,3912.42,158.7,1116.5205,11460.86,19247.29
2021-07-22,598.6876,53.62,0.17,2743.75,795.4,1116.5205,11460.7,19237.94
2021-07-21,596.7507,53.45,0.17,2822.03,920.7,1116.5205,11460.59,19241.09
2021-07-20,594.8206,53.27,0.16,2744.93,938.5,1116.5205,11460.47,19220.87
2021-07-19,592.7698,53.09,0.22,3283.62,843.6,1116.5205,11460.19,19205.4
2021-07-18,590.315,52.87,0.31,4071.91,657.7,1116.5146,11460.08,19253.56
2021-07-17,586.892,52.56,0.3,3937.42,642.5,1116.5146,11460.19,19253.26
2021-07-16,583.5854,52.27,0.21,3123.77,747.1,1116.5146,11460.09,19229.89
2021-07-15,580.9225,51.98,0.16,2716.84,941.8,1117.5146,11459.87,19243.99
2021-07-14,579.1653,51.78,0.17,2805.76,868.7,1118.4914,11459.78,19237.1
2021-07-13,577.2369,51.61,0.17,2803.95,949.2,1118.4914,11460.01,19246.65
2021-07-12,575.427,51.45,0.29,3545.45,298.2,1118.4914,11460.06,19195.38
2021-07-11,572.1738,51.16,0.42,4778.25,135.1,1118.4987,11460.45,19253.41
2021-07-10,567.5261,50.74,0.41,4663.93,122.5,1118.4987,11460.76,19252.59
2021-07-09,562.9844,50.33,0.29,3802.49,533.5,1118.4987,11460.6,19229.45
2021-07-08,559.7469,50.04,0.22,3296.17,797.5,1118.4987,11460.38,19172.86
2021-07-07,557.252,49.82,0.23,3336.62,758.1,1118.4987,11459.9,19104.76
2021-07-06,554.7247,49.6,0.27,3694.25,686.3,1118.4987,11460.15,19254.19
2021-07-05,551.7194,49.33,0.36,4237.97,188.5,1118.4987,11507.06,19253.92
2021-07-04,547.5832,48.96,0.44,5035.04,111.6,1118.4948,11507.15,19253.23
2021-07-03,542.661,48.52,0.42,4853.91,166.3,1118.4948,11507.3,19252.82
2021-07-02,537.9862,48.1,0.26,3240.25,347.1,1118.4948,11507.26,19252.94
2021-07-01,535.0999,47.84,0.26,3209.12,333.9,1118.4948,11507.2,19253.11
2021-06-30,531.8101,47.55,0.32,3769.62,220.6,1118.3456,11507.2,19253.08
2021-06-29,528.7683,47.28,0.28,3320.43,144.5,1118.3456,11507.26,19252.93
2021-06-28,525.5985,47,0.3,3422.68,110.6,1118.3456,11507.36,19252.68
2021-06-27,522.2843,46.7,0.39,4598.53,182.4,1118.3583,11507.86,19252.81
2021-06-26,517.8818,46.31,0.37,4375.28,265.6,1118.3583,11508.13,19252.09
2021-06-25,513.7864,45.94,0.26,3053.73,189.1,1118.3583,11508.18,19251.96
2021-06-24,510.9247,45.69,0.21,2677.48,276.1,1118.3583,11508.18,19251.95
2021-06-23,508.5268,45.47,0.2,2646.32,409.7,1118.3583,11508.16,19252
2021-06-22,506.3101,45.27,0.2,2796.43,554.9,1118.3583,11508.13,19179.17
2021-06-21,504.117,45.08,0.3,3532.8,225.4,1118.3583,11508.04,19252.31
2021-06-20,500.8007,44.78,0.4,4526.09,101.3,1118.3612,11508.19,19252.27
2021-06-19,496.379,44.38,0.39,4517.75,134.3,1118.3612,11508.34,19251.87
2021-06-18,492.0012,43.99,0.34,3965.91,138.8,1118.3612,11508.43,19251.61
2021-06-17,488.2062,43.65,0.27,3404.37,329.2,1118.3612,11508.5,19251.43
2021-06-16,485.1431,43.38,0.28,3325.98,220.7,1118.3612,11508.58,19251.24
2021-06-15,482.0448,43.1,0.29,3537.62,306.7,1118.3612,11508.53,19251.36
2021-06-14,478.8093,42.81,0.35,4100.17,145.4,1118.3612,11508.6,19251.18
2021-06-13,474.8529,42.46,0.45,5118.5,118.6,1118.3627,11508.7,19251.09
2021-06-12,469.7646,42,0.43,4969.78,118.4,1118.3627,11508.72,19251.04
2021-06-11,464.9384,41.57,0.32,3848.03,299.8,1118.3627,11508.72,19251.02
2021-06-10,461.4189,41.26,0.29,3650.26,417.7,1118.3627,11508.86,19250.66
2021-06-09,458.1944,40.97,0.23,3181.98,628.2,1118.3627,11508.79,19126.27
2021-06-08,455.6444,40.74,0.31,3722.19,275.5,1118.3627,11508.93,19250.47
2021-06-07,452.2068,40.43,0.32,3806.52,262.4,1118.3627,11508.45,19251.75
2021-06-06,448.6736,40.12,0.44,4987.29,116.6,1118.3588,11508.51,19251.15
2021-06-05,443.8079,39.68,0.42,4857.21,105.9,1118.3588,11508.68,19250.69
2021-06-04,439.0555,39.26,0.39,4484.52,111.3,1118.3588,11508.84,19250.26
2021-06-03,434.6877,38.87,0.4,4604.26,122.9,1118.3588,11509.04,19249.75
2021-06-02,430.1914,38.47,0.41,4756.75,198.3,1118.3588,11509.04,19249.73
2021-06-01,425.5783,38.05,0.37,4379,218.8,1118.3588,11509.1,19249.58
2021-05-31,421.4648,37.69,0.4,4659.79,199,1118.1088,11509.23,19249.23
2021-05-30,418.8897,37.46,0.43,4953.38,194.4,1118.0995,11509.11,19248.5
2021-05-29,414.1038,37.04,0.41,4747.36,152.9,1118.0995,11509.23,19248.19
2021-05-28,409.5435,36.63,0.25,3308.56,472.1,1118.0995,11509.19,19061.01
2021-05-27,406.752,36.38,0.17,2703.59,854.2,1118.0995,11509.08,19151.48
2021-05-26,404.9537,36.22,0.19,2809.19,664.3,1118.0995,11509.03,19248.7
2021-05-25,402.8199,36.03,0.24,3281.19,636.5,1118.0995,11509.11,19248.5
2021-05-24,400.2024,35.79,0.31,3875.15,364.2,1118.0995,11509.19,19248.28
2021-05-23,396.6418,35.47,0.38,4509.81,293.3,1118.1049,11509.4,19248.33
2021-05-22,392.4898,35.1,0.36,4297.9,325.6,1118.1049,11509.43,19248.27
2021-05-21,388.5283,34.75,0.31,3817.26,337.2,1118.1049,11509.44,19154.68
2021-05-20,385.0487,34.44,0.26,3452.2,570.3,1118.1049,11509.45,19002.95
2021-05-19,382.1846,34.18,0.16,2654.94,846.1,1118.1049,11509.34,18957.47
2021-05-18,380.3834,34.02,0.14,2610.27,994.4,1118.1049,11509.2,18957.52
2021-05-17,378.8017,33.88,0.21,3143.86,775.5,1118.1049,11509.06,18967.75
2021-05-16,376.4615,33.67,0.34,4206.07,395.9,1118.1044,11508.95,18974.56
2021-05-15,372.657,33.33,0.33,4109.34,411.4,1118.1044,11508.89,19249.65
2021-05-14,368.9592,33,0.31,3689.36,270.5,1118.1044,11508.9,19249.62
2021-05-13,365.5233,32.67,0.33,3955.14,255.1,1118.7044,11508.97,19209.01
2021-05-12,361.805,32.36,0.28,3511.34,327.1,1118.1044,11508.97,19249.43
2021-05-11,358.6187,32.07,0.31,3747.67,266.4,1118.1044,11508.99,19249.37
2021-05-10,355.1399,31.76,0.36,4191.76,177.2,1118.1044,11509.14,19248.97
2021-05-09,351.0273,31.39,0.41,4678.28,130.4,1118.1024,11509.1,19248.86
2021-05-08,346.5108,30.99,0.28,3375.45,241.5,1118.1024,11509.13,19248.78
2021-05-07,343.3872,30.71,0.05,1964.91,1412.3,1118.1024,11508.96,19120.31
2021-05-06,342.856,30.66,0,1764.76,1788.7,1118.1024,11508.69,19055.53
2021-05-05,342.8793,30.67,0.03,1771.62,1415.7,1118.1023,11508.39,19053.09
2021-05-04,342.5554,30.64,0.12,2164.8,804.2,1118.1023,11508.26,19185.13
2021-05-03,341.2148,30.52,0.09,1976.6,914.6,1118.1023,11505.17,19251.31
2021-05-02,340.1204,30.42,0.22,2799.62,371.7,1118.1038,11497.19,19251.42
2021-05-01,337.7081,30.2,0.22,2774.34,352.5,1118.1038,11403.65,19246.87
2021-04-30,335.3717,30.04,0.05,1500.29,905.5,1116.4088,11358.22,19348.3
2021-04-29,337.4479,30.23,0.09,1699.84,670.6,1116.4088,11320.1,19348.58
2021-04-28,336.4215,30.13,0.1,1690.89,606.8,1116.4088,11298.13,19348.23
2021-04-27,335.3373,30.04,0.08,1512.7,666.4,1116.4088,11293.23,19348.04
2021-04-26,334.5097,29.96,0.09,1617.74,602.1,1116.4088,11320.09,19348.02
2021-04-25,333.4927,29.87,0.23,2915.83,292.8,1116.4068,11320.16,19347.63
2021-04-24,330.8676,29.66,0.24,2935.12,284.2,1115.4068,11320.26,19347.35
2021-04-23,328.2049,29.4,0.08,1574.35,627.9,1116.4068,11320.27,19347.33
2021-04-22,327.2712,29.31,0.07,1490.49,760.6,1116.4068,11320.32,19347.21
2021-04-21,326.537,29.25,0.06,1386.65,687,1116.4068,11320.28,19347.31
2021-04-20,325.8445,29.19,0,1170.48,1202.9,1116.4068,11320.42,19355.57
2021-04-19,325.8853,29.19,-0.05,863.4,1426.9,1116.4068,11320.37,19355.58
2021-04-18,326.4363,29.24,0.04,1425.62,994.9,1116.4112,11320.43,19363.19
2021-04-17,326.0336,29.2,-0.01,1122.85,1202.2,1116.4112,11320.34,19370.47
2021-04-16,326.131,29.21,-0.14,739.84,2258,1116.4112,11320.18,19342.36
2021-04-15,327.6778,29.35,-0.24,350.31,3010.6,1116.4112,11319.94,19307.77
2021-04-14,330.3505,29.59,-0.27,393.03,3395.1,1116.4112,11319.64,19277.29
2021-04-13,333.4561,29.86,-0.29,480.74,3745.5,1116.8677,11319.32,19199.95
2021-04-12,336.7707,30.15,-0.26,585.32,3442.4,1116.8677,11318.96,19283.67
2021-04-11,339.6504,30.41,0,1461.65,1485.2,1116.8745,11319.07,19329.92
2021-04-10,339.4998,30.4,-0.05,924.29,1434.8,1116.8745,11319,19342.75
2021-04-09,339.9413,30.44,-0.15,685.18,2339.8,1116.8745,11318.95,19323.14
2021-04-08,341.6281,30.59,-0.24,432.42,3093.8,1116.8745,11318.54,19365.69
2021-04-07,344.3048,30.83,-0.27,410.71,3475.7,1116.8745,11318.29,19320.09
2021-04-06,347.4049,31.11,-0.17,983.6,2860.1,1116.8745,11191.22,19387.29
2021-04-05,349.3308,31.28,0.08,2014.69,1090.4,1116.8745,11141.43,19386.66
2021-04-04,348.4042,31.19,0.2,2747.08,536.6,1116.8745,11080.48,19385.89
2021-04-03,346.2118,31,0.2,2757.11,541.5,1116.8745,11080.06,19385.27
2021-04-02,343.9872,30.8,0.19,2671.31,513.3,1116.8745,11144.2,19385.06
2021-04-01,341.9733,30.62,0.22,2845.23,364.7,1116.8745,11138.85,19385.69
2021-03-31,336.8874,30.06,0.09,2608.34,1599.8,1120.8421,11344.37,19398.39
2021-03-30,336.0529,30.13,0.1,2109.87,1025.9,1115.1773,11207.28,19140.74
2021-03-29,334.1759,29.97,0.04,1672.33,1245,1115.1773,11206.87,19065.06
2021-03-28,334.0154,29.95,0.05,1692.8,1130.4,1115.1773,11206.57,19147.08
2021-03-27,333.4407,29.93,0.04,1671.04,1206.2,1114.1837,11037.08,18880.38
2021-03-26,333.0283,29.86,0.02,1530.52,1341.9,1115.1773,11200.74,19149.24
2021-03-25,332.83,29.85,-0.11,896.85,2111.4,1115.1787,11200.16,19128.81
2021-03-24,334.0323,29.95,-0.17,794.47,2665.3,1115.1787,11199.65,19152.47
2021-03-23,335.9113,30.12,-0.24,543.2,3232.4,1115.1787,11198.98,19109.41
2021-03-22,338.6325,30.37,-0.31,317.72,3746.4,1115.1806,11198.32,19104.43
2021-03-21,342.0816,30.67,-0.16,784.89,2575.4,1115.1806,11197.84,19127.83
2021-03-20,343.8845,30.84,-0.22,624.16,3117.1,1115.1806,11213.28,19131.47
2021-03-19,346.4072,31.06,-0.33,358.09,4002.2,1115.1806,11196.91,19153.73
2021-03-18,350.07,31.39,-0.36,255.15,4236.5,1115.1806,11196.23,19076.01
2021-03-17,354.1737,31.76,-0.3,477.17,3824.6,1115.1806,11195.55,19084.66
2021-03-16,357.5545,32.06,-0.28,543.9,3632.3,1115.1806,11194.94,19098.13
2021-03-15,360.6796,32.34,-0.25,450.47,3199.2,1115.1806,11194.45,19153.44
2021-03-14,363.0216,32.59,-0.14,719.46,2224.1,1114.0344,11193.99,19073.17
2021-03-13,364.5254,32.72,-0.11,952.33,2157.2,1114.0344,11193.51,19078.07
2021-03-12,365.734,33.02,-0.16,815.04,2581.8,1107.6619,11192.99,19169.54
2021-03-11,367.5112,32.99,-0.2,761.97,2975.1,1114.0347,11192.49,19085.29
2021-03-10,369.736,33.19,-0.32,365.74,3979.2,1114.0355,11168.11,19002.19
2021-03-09,373.3726,33.52,-0.44,208.96,5165.2,1114.0226,11167.65,19074.51
2021-03-08,378.3843,33.97,-0.45,300.6,5316.3,1114.0363,11167.14,19091.59
2021-03-07,383.4557,34.42,-0.32,337.04,3899.7,1114.0363,11190.7,19074.26
2021-03-06,387.0599,34.74,-0.31,312.86,3806.7,1114.0363,11190.12,19084.34
2021-03-05,390.5828,35.06,-0.42,304.73,4935.1,1114.0363,11189.53,19050.87
2021-03-04,395.1388,35.47,-0.39,245.06,4566.9,1114.0363,11188.89,19057.23
2021-03-03,399.354,35.85,-0.34,249.16,4025.9,1114.0363,11188.38,19047.43
2021-03-02,403.0033,36.18,-0.34,316.96,4066.7,1114.0363,11187.78,19106.21
2021-03-01,406.6543,36.5,-0.36,273.85,4309.8,1114.0363,11140.37,19102.87
2021-02-28,410.6099,36.86,-0.23,382.31,2956.8,1114.0363,11139.9,19124.12
2021-02-27,413.2637,37.1,-0.19,493.38,2665,1114.0363,11139.41,19136.77
2021-02-26,415.4886,37.3,-0.25,626.47,3449.2,1114.0363,11139.03,19155.24
2021-02-25,418.214,37.54,-0.25,705.49,3461.4,1114.0363,11138.61,19151.63
2021-02-24,421.0003,37.79,-0.19,1207.22,3302.5,1114.0366,11138.52,18782.77
2021-02-23,423.1037,37.98,-0.29,694.85,3870.7,1114.0368,11138.1,18746.39
2021-02-22,426.3023,38.27,-0.36,425.95,4434,1114.037,11137.57,18860.65
2021-02-21,430.3258,38.63,-0.2,888.42,3067.7,1114.037,11137.05,18897.6
2021-02-20,432.5183,38.82,-0.26,802.79,3652.4,1114.037,11136.64,18918.62
2021-02-19,435.4163,39.08,-0.42,294.82,5007.4,1114.037,11136.15,18911.26
2021-02-18,440.1747,39.51,-0.43,249.88,5093.6,1114.0372,11135.79,18930.48
2021-02-17,445.1472,39.96,-0.47,337.93,5550.1,1114.0513,11135.44,18926.88
2021-02-16,450.3977,40.43,-0.59,234.69,6850.8,1114.0796,11134.98,18887.94
2021-02-15,457.0882,41.03,-0.79,205.25,8977.2,1114.0797,11134.42,18873.23
2021-02-14,465.8854,41.82,-0.76,197.31,8710.3,1114.0798,11133.87,18871.75
2021-02-13,474.4514,42.59,-0.85,164.67,9673.6,1114.0798,11133.3,18872.67
2021-02-12,483.9909,43.44,-0.91,166.78,10299.1,1114.0799,11132.76,18851.8
